
SetupTitle, (c2) Transfer curve in LGP
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vg
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0.60000000000000009
TestParameter, Output.Graph.XAxis.Right, -0.60000000000000009
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, Id
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.1
TestParameter, Output.Graph.YAxis.Top, 0.1
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, Output.List.Data, Vd, Vg, Id
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 12/22/2024 06:08:03
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 3
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, developer-s21c4
MetaData, TestRecord.LinkKey, f9658fb2-4ee2-4dda-95b6-2d0094639dd3
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vg
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0.1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, -0.4
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Id
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, -0.0002
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, -5.1E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.2
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 1.026167265264238
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.2
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 1.026167265264238
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.2
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 1.026167265264238
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.2
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 1.026167265264238
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.2
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 1.026167265264238
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:HR/AS, Name=Vg, Direction=Double, Linear/Log=LINEAR, Start=100 mV, Stop=-400 mV, Step=-10 mV, No. of Steps=51, Compliance=100 mA, Pwr Comp=1	[VAR2] Unit=SMU2:HR/AS, Name=Vd, Start=-250 mV, Stop=-250 mV, Step=0 V, No. of Steps=5, Compliance=100 mA, Pwr Comp=1
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, Vd	-0.25,-0.25,-0.25,-0.25,-0.25	-0.25	0	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vd, Vg, Id
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, (c2) Transfer curve in LGP
Dimension1, 102, 102, 102
Dimension2, 5, 5, 5
DataName, Vg, Vd, Id
DataValue, 0.1, -0.25, -5.5143000000000007E-06
DataValue, 0.090000000000000011, -0.25, -6.1476E-06
DataValue, 0.08, -0.25, -6.8991000000000006E-06
DataValue, 0.07, -0.25, -7.7466000000000014E-06
DataValue, 0.060000000000000005, -0.25, -8.6899000000000013E-06
DataValue, 0.05, -0.25, -9.7386E-06
DataValue, 0.04, -0.25, -1.0873400000000002E-05
DataValue, 0.030000000000000002, -0.25, -1.232E-05
DataValue, 0.02, -0.25, -1.3502E-05
DataValue, 0.01, -0.25, -1.4910000000000001E-05
DataValue, 0, -0.25, -1.6322E-05
DataValue, -0.01, -0.25, -1.798E-05
DataValue, -0.02, -0.25, -1.973E-05
DataValue, -0.030000000000000002, -0.25, -2.15E-05
DataValue, -0.04, -0.25, -2.3422E-05
DataValue, -0.05, -0.25, -2.5656E-05
DataValue, -0.060000000000000005, -0.25, -2.7894E-05
DataValue, -0.07, -0.25, -3.021E-05
DataValue, -0.08, -0.25, -3.2774E-05
DataValue, -0.090000000000000011, -0.25, -3.544E-05
DataValue, -0.1, -0.25, -3.826E-05
DataValue, -0.11, -0.25, -4.1256E-05
DataValue, -0.12000000000000001, -0.25, -4.4422E-05
DataValue, -0.13, -0.25, -4.7592E-05
DataValue, -0.14, -0.25, -5.1062E-05
DataValue, -0.15, -0.25, -5.4654E-05
DataValue, -0.16, -0.25, -5.8406E-05
DataValue, -0.17, -0.25, -6.2282E-05
DataValue, -0.18000000000000002, -0.25, -6.6578E-05
DataValue, -0.19, -0.25, -7.0816000000000008E-05
DataValue, -0.2, -0.25, -7.5340000000000007E-05
DataValue, -0.21000000000000002, -0.25, -8.0056000000000007E-05
DataValue, -0.22, -0.25, -8.4972E-05
DataValue, -0.23, -0.25, -9.0216E-05
DataValue, -0.24000000000000002, -0.25, -9.507000000000001E-05
DataValue, -0.25, -0.25, -0.000100386
DataValue, -0.26, -0.25, -0.00010589200000000001
DataValue, -0.27, -0.25, -0.00011130000000000001
DataValue, -0.28, -0.25, -0.00011954000000000001
DataValue, -0.29000000000000004, -0.25, -0.0001249
DataValue, -0.3, -0.25, -0.00013062000000000002
DataValue, -0.31, -0.25, -0.00013618000000000001
DataValue, -0.32, -0.25, -0.00014176
DataValue, -0.33, -0.25, -0.00014764000000000002
DataValue, -0.34, -0.25, -0.0001538
DataValue, -0.35000000000000003, -0.25, -0.00015954
DataValue, -0.36000000000000004, -0.25, -0.00016582
DataValue, -0.37, -0.25, -0.0001719
DataValue, -0.38, -0.25, -0.0001777
DataValue, -0.39, -0.25, -0.00018334000000000002
DataValue, -0.4, -0.25, -0.00018916
DataValue, -0.4, -0.25, -0.00018954
DataValue, -0.39, -0.25, -0.00018496000000000002
DataValue, -0.38, -0.25, -0.00018008000000000002
DataValue, -0.37, -0.25, -0.00017508
DataValue, -0.36000000000000004, -0.25, -0.00016986
DataValue, -0.35000000000000003, -0.25, -0.00016452
DataValue, -0.34, -0.25, -0.00015916000000000001
DataValue, -0.33, -0.25, -0.00015384
DataValue, -0.32, -0.25, -0.00014832000000000002
DataValue, -0.31, -0.25, -0.00014288000000000001
DataValue, -0.3, -0.25, -0.00013728000000000001
DataValue, -0.29000000000000004, -0.25, -0.00013178000000000002
DataValue, -0.28, -0.25, -0.00012636
DataValue, -0.27, -0.25, -0.00012088000000000001
DataValue, -0.26, -0.25, -0.00011546000000000001
DataValue, -0.25, -0.25, -0.00011012000000000001
DataValue, -0.24000000000000002, -0.25, -0.0001049
DataValue, -0.23, -0.25, -9.9142000000000007E-05
DataValue, -0.22, -0.25, -9.432E-05
DataValue, -0.21000000000000002, -0.25, -8.9496E-05
DataValue, -0.2, -0.25, -8.4734E-05
DataValue, -0.19, -0.25, -8.0172E-05
DataValue, -0.18000000000000002, -0.25, -7.574E-05
DataValue, -0.17, -0.25, -7.1272E-05
DataValue, -0.16, -0.25, -6.7034000000000009E-05
DataValue, -0.15, -0.25, -6.311E-05
DataValue, -0.14, -0.25, -5.9210000000000004E-05
DataValue, -0.13, -0.25, -5.5326000000000005E-05
DataValue, -0.12000000000000001, -0.25, -5.1750000000000004E-05
DataValue, -0.11, -0.25, -4.8218000000000005E-05
DataValue, -0.1, -0.25, -4.4838E-05
DataValue, -0.090000000000000011, -0.25, -4.1508E-05
DataValue, -0.08, -0.25, -3.8462E-05
DataValue, -0.07, -0.25, -3.5724E-05
DataValue, -0.060000000000000005, -0.25, -3.2884E-05
DataValue, -0.05, -0.25, -3.0326E-05
DataValue, -0.04, -0.25, -2.7842000000000002E-05
DataValue, -0.030000000000000002, -0.25, -2.5390000000000003E-05
DataValue, -0.02, -0.25, -2.3156E-05
DataValue, -0.01, -0.25, -2.1146E-05
DataValue, 0, -0.25, -1.9166E-05
DataValue, 0.01, -0.25, -1.7282E-05
DataValue, 0.02, -0.25, -1.556E-05
DataValue, 0.030000000000000002, -0.25, -1.3954E-05
DataValue, 0.04, -0.25, -1.248E-05
DataValue, 0.05, -0.25, -1.1044E-05
DataValue, 0.060000000000000005, -0.25, -9.6392E-06
DataValue, 0.07, -0.25, -8.5067000000000011E-06
DataValue, 0.08, -0.25, -7.4867000000000007E-06
DataValue, 0.090000000000000011, -0.25, -6.5723000000000006E-06
DataValue, 0.1, -0.25, -5.6497E-06
DataValue, 0.1, -0.25, -5.1010000000000008E-06
DataValue, 0.090000000000000011, -0.25, -5.7985000000000005E-06
DataValue, 0.08, -0.25, -6.5069E-06
DataValue, 0.07, -0.25, -7.3935000000000004E-06
DataValue, 0.060000000000000005, -0.25, -8.351E-06
DataValue, 0.05, -0.25, -9.3359000000000015E-06
DataValue, 0.04, -0.25, -1.04116E-05
DataValue, 0.030000000000000002, -0.25, -1.2042000000000001E-05
DataValue, 0.02, -0.25, -1.322E-05
DataValue, 0.01, -0.25, -1.4734E-05
DataValue, 0, -0.25, -1.611E-05
DataValue, -0.01, -0.25, -1.7716E-05
DataValue, -0.02, -0.25, -1.9514E-05
DataValue, -0.030000000000000002, -0.25, -2.1314E-05
DataValue, -0.04, -0.25, -2.3310000000000002E-05
DataValue, -0.05, -0.25, -2.5402000000000002E-05
DataValue, -0.060000000000000005, -0.25, -2.7796E-05
DataValue, -0.07, -0.25, -3.01E-05
DataValue, -0.08, -0.25, -3.2614E-05
DataValue, -0.090000000000000011, -0.25, -3.5318E-05
DataValue, -0.1, -0.25, -3.8108E-05
DataValue, -0.11, -0.25, -4.1138E-05
DataValue, -0.12000000000000001, -0.25, -4.434E-05
DataValue, -0.13, -0.25, -4.763E-05
DataValue, -0.14, -0.25, -5.1166000000000004E-05
DataValue, -0.15, -0.25, -5.4876E-05
DataValue, -0.16, -0.25, -5.8532E-05
DataValue, -0.17, -0.25, -6.2652E-05
DataValue, -0.18000000000000002, -0.25, -6.6878E-05
DataValue, -0.19, -0.25, -7.1246E-05
DataValue, -0.2, -0.25, -7.5728E-05
DataValue, -0.21000000000000002, -0.25, -8.036E-05
DataValue, -0.22, -0.25, -8.5388E-05
DataValue, -0.23, -0.25, -9.0452000000000007E-05
DataValue, -0.24000000000000002, -0.25, -9.5588000000000007E-05
DataValue, -0.25, -0.25, -0.00010108400000000001
DataValue, -0.26, -0.25, -0.000106512
DataValue, -0.27, -0.25, -0.000112322
DataValue, -0.28, -0.25, -0.0001205
DataValue, -0.29000000000000004, -0.25, -0.00012584
DataValue, -0.3, -0.25, -0.00013146000000000002
DataValue, -0.31, -0.25, -0.00013704
DataValue, -0.32, -0.25, -0.00014294
DataValue, -0.33, -0.25, -0.00014888
DataValue, -0.34, -0.25, -0.00015478
DataValue, -0.35000000000000003, -0.25, -0.00016064
DataValue, -0.36000000000000004, -0.25, -0.00016664000000000002
DataValue, -0.37, -0.25, -0.00017250000000000002
DataValue, -0.38, -0.25, -0.00017838
DataValue, -0.39, -0.25, -0.00018422000000000002
DataValue, -0.4, -0.25, -0.00019016
DataValue, -0.4, -0.25, -0.00019042
DataValue, -0.39, -0.25, -0.00018610000000000002
DataValue, -0.38, -0.25, -0.00018114000000000002
DataValue, -0.37, -0.25, -0.00017612000000000002
DataValue, -0.36000000000000004, -0.25, -0.00017084
DataValue, -0.35000000000000003, -0.25, -0.00016532000000000002
DataValue, -0.34, -0.25, -0.00016
DataValue, -0.33, -0.25, -0.00015456
DataValue, -0.32, -0.25, -0.0001488
DataValue, -0.31, -0.25, -0.00014336
DataValue, -0.3, -0.25, -0.00013794
DataValue, -0.29000000000000004, -0.25, -0.00013236
DataValue, -0.28, -0.25, -0.00012682
DataValue, -0.27, -0.25, -0.00012152
DataValue, -0.26, -0.25, -0.00011608000000000001
DataValue, -0.25, -0.25, -0.00011072000000000001
DataValue, -0.24000000000000002, -0.25, -0.00010536000000000001
DataValue, -0.23, -0.25, -0.00010042
DataValue, -0.22, -0.25, -9.4786E-05
DataValue, -0.21000000000000002, -0.25, -9.0192E-05
DataValue, -0.2, -0.25, -8.5318E-05
DataValue, -0.19, -0.25, -8.0704E-05
DataValue, -0.18000000000000002, -0.25, -7.63E-05
