
SetupTitle, SWV
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, MeasResult1_time, MeasResult1_value, MeasResult2_time, MeasResult2_value
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, , , , 
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Measurement Result
Dimension1, 254, 254, 254, 254, 254
Dimension2, 1, 1, 1, 1, 1
DataName, Time, MeasResult1_value, MeasResult2_value, MeasResult1_time, MeasResult2_time
DataValue, 0.11950000000000001, -1.0324980394E-05, -4.3429184900000004E-07, 0.11950000000000001, 0.11950000000000001
DataValue, 0.1395, -6.5466538220000008E-06, -4.3668018200000004E-07, 0.1395, 0.1395
DataValue, 0.16051, -7.5105740510000006E-06, -4.36119137E-07, 0.16051, 0.16051
DataValue, 0.18051, -5.023000085E-06, -4.26614548E-07, 0.18051, 0.18051
DataValue, 0.20152, -6.304699582E-06, -3.9794881E-07, 0.20152, 0.20152
DataValue, 0.22152000000000002, -4.2114602370000007E-06, -4.1903473400000003E-07, 0.22152000000000002, 0.22152000000000002
DataValue, 0.24253000000000002, -5.5594368860000007E-06, -3.9682672100000006E-07, 0.24253000000000002, 0.24253000000000002
DataValue, 0.26253000000000004, -3.6635581180000003E-06, -4.0944604500000006E-07, 0.26253000000000004, 0.26253000000000004
DataValue, 0.28354, -5.0357389230000006E-06, -4.33385964E-07, 0.28354, 0.28354
DataValue, 0.30354000000000003, -3.2761449800000004E-06, -4.1650295700000004E-07, 0.30354000000000003, 0.30354000000000003
DataValue, 0.32455, -4.626320333E-06, -3.98624337E-07, 0.32455, 0.32455
DataValue, 0.34455, -2.9741800060000004E-06, -3.9736940500000003E-07, 0.34455, 0.34455
DataValue, 0.36556, -4.2864876380000006E-06, -3.8976134E-07, 0.36556, 0.36556
DataValue, 0.38556, -2.716315976E-06, -3.97664053E-07, 0.38556, 0.38556
DataValue, 0.40657000000000004, -4.04175762E-06, -4.04882059E-07, 0.40657000000000004, 0.40657000000000004
DataValue, 0.42657, -2.5278211520000002E-06, -4.3717764700000004E-07, 0.42657, 0.42657
DataValue, 0.44758000000000003, -3.8070743360000004E-06, -4.12858981E-07, 0.44758000000000003, 0.44758000000000003
DataValue, 0.46758000000000005, -2.3675522700000003E-06, -3.89737323E-07, 0.46758000000000005, 0.46758000000000005
DataValue, 0.48859, -3.6173205440000005E-06, -4.4161655000000004E-07, 0.48859, 0.48859
DataValue, 0.50859, -2.197931281E-06, -4.105936E-07, 0.50859, 0.50859
DataValue, 0.52960000000000007, -3.446050187E-06, -4.1978162800000005E-07, 0.52960000000000007, 0.52960000000000007
DataValue, 0.54960000000000009, -2.0738903E-06, -4.2210354000000003E-07, 0.54960000000000009, 0.54960000000000009
DataValue, 0.57061000000000006, -3.2861421460000004E-06, -4.5037356200000003E-07, 0.57061000000000006, 0.57061000000000006
DataValue, 0.59061000000000008, -1.958825123E-06, -4.8351779500000008E-07, 0.59061000000000008, 0.59061000000000008
DataValue, 0.61162, -3.1472800400000004E-06, -4.5991703200000004E-07, 0.61162, 0.61162
DataValue, 0.63162000000000007, -1.827022629E-06, -4.9157029E-07, 0.63162000000000007, 0.63162000000000007
DataValue, 0.65263, -3.0032972520000003E-06, -4.6720430200000004E-07, 0.65263, 0.65263
DataValue, 0.67263000000000006, -1.720003297E-06, -4.7622981500000004E-07, 0.67263000000000006, 0.67263000000000006
DataValue, 0.69364, -2.878053692E-06, -4.3634668100000004E-07, 0.69364, 0.69364
DataValue, 0.71364, -1.630340421E-06, -4.5682702400000005E-07, 0.71364, 0.71364
DataValue, 0.73465, -2.7551825500000003E-06, -4.27322561E-07, 0.73465, 0.73465
DataValue, 0.75465, -1.5378841450000001E-06, -4.1690006500000006E-07, 0.75465, 0.75465
DataValue, 0.77566, -2.648631153E-06, -4.22650459E-07, 0.77566, 0.77566
DataValue, 0.79566, -1.4471854680000001E-06, -3.8018112000000005E-07, 0.79566, 0.79566
DataValue, 0.81667, -2.538608669E-06, -4.23471533E-07, 0.81667, 0.81667
DataValue, 0.83667, -1.364033437E-06, -4.00542774E-07, 0.83667, 0.83667
DataValue, 0.85768, -2.448523674E-06, -4.12379904E-07, 0.85768, 0.85768
DataValue, 0.87768, -1.270228381E-06, -4.1263641E-07, 0.87768, 0.87768
DataValue, 0.8986900000000001, -2.345920393E-06, -3.79303515E-07, 0.8986900000000001, 0.8986900000000001
DataValue, 0.91869, -1.204895625E-06, -3.9935213200000004E-07, 0.91869, 0.91869
DataValue, 0.93970000000000009, -2.254389528E-06, -3.97340415E-07, 0.93970000000000009, 0.93970000000000009
DataValue, 0.95970000000000011, -1.1182655730000001E-06, -3.9770009200000004E-07, 0.95970000000000011, 0.95970000000000011
DataValue, 0.98071000000000008, -2.165733349E-06, -4.04109045E-07, 0.98071000000000008, 0.98071000000000008
DataValue, 1.00071, -1.0581120480000002E-06, -3.8616539700000005E-07, 1.00071, 1.00071
DataValue, 1.02172, -2.094858701E-06, -3.5959408300000005E-07, 1.02172, 1.02172
DataValue, 1.04172, -1.0000195520000002E-06, -3.7167851000000005E-07, 1.04172, 1.04172
DataValue, 1.0627300000000002, -2.0324109760000002E-06, -3.58804073E-07, 1.0627300000000002, 1.0627300000000002
DataValue, 1.08273, -9.34906097E-07, -3.4043790700000003E-07, 1.08273, 1.08273
DataValue, 1.1037400000000002, -1.960580448E-06, -3.5785862500000004E-07, 1.1037400000000002, 1.1037400000000002
DataValue, 1.12374, -8.8719866700000009E-07, -3.3551705800000005E-07, 1.12374, 1.12374
DataValue, 1.1447500000000002, -1.8835988840000003E-06, -3.8820891700000005E-07, 1.1447500000000002, 1.1447500000000002
DataValue, 1.1647500000000002, -8.21672131E-07, -3.57699662E-07, 1.1647500000000002, 1.1647500000000002
DataValue, 1.1857600000000002, -1.8213407880000002E-06, -3.5891642400000004E-07, 1.1857600000000002, 1.1857600000000002
DataValue, 1.2057600000000002, -7.6612451500000005E-07, -4.06156801E-07, 1.2057600000000002, 1.2057600000000002
DataValue, 1.2267700000000001, -1.7600751790000002E-06, -4.1462763500000005E-07, 1.2267700000000001, 1.2267700000000001
DataValue, 1.2467700000000002, -7.260129E-07, -4.0821089400000004E-07, 1.2467700000000002, 1.2467700000000002
DataValue, 1.2677800000000001, -1.7177590050000002E-06, -4.1586417900000004E-07, 1.2677800000000001, 1.2677800000000001
DataValue, 1.2877800000000002, -6.9491738900000009E-07, -4.13587486E-07, 1.2877800000000002, 1.2877800000000002
DataValue, 1.3087900000000001, -1.6737623130000002E-06, -3.8793120900000005E-07, 1.3087900000000001, 1.3087900000000001
DataValue, 1.3287900000000001, -6.4105916000000007E-07, -4.18079395E-07, 1.3287900000000001, 1.3287900000000001
DataValue, 1.3498, -1.608798129E-06, -4.4286301200000006E-07, 1.3498, 1.3498
DataValue, 1.3698000000000001, -5.88161811E-07, -4.57995043E-07, 1.3698000000000001, 1.3698000000000001
DataValue, 1.39081, -1.5610895620000002E-06, -4.84722534E-07, 1.39081, 1.39081
DataValue, 1.4108100000000001, -5.52847837E-07, -4.3523587600000005E-07, 1.4108100000000001, 1.4108100000000001
DataValue, 1.43182, -1.512995482E-06, -4.90346451E-07, 1.43182, 1.43182
DataValue, 1.45182, -5.00666602E-07, -4.72840213E-07, 1.45182, 1.45182
DataValue, 1.47283, -1.457087592E-06, -4.4886496700000003E-07, 1.47283, 1.47283
DataValue, 1.49283, -4.7101775600000006E-07, -4.3927909100000004E-07, 1.49283, 1.49283
DataValue, 1.51384, -1.414485268E-06, -4.54178661E-07, 1.51384, 1.51384
DataValue, 1.53384, -4.3571122900000004E-07, -4.4379856900000004E-07, 1.53384, 1.53384
DataValue, 1.55485, -1.362485932E-06, -4.1574122600000004E-07, 1.55485, 1.55485
DataValue, 1.57485, -3.87187839E-07, -4.34239553E-07, 1.57485, 1.57485
DataValue, 1.59586, -1.300434519E-06, -4.3648091700000005E-07, 1.59586, 1.59586
DataValue, 1.61586, -3.5045982800000004E-07, -4.3652755700000004E-07, 1.61586, 1.61586
DataValue, 1.63687, -1.2675835710000002E-06, -4.3100399700000003E-07, 1.63687, 1.63687
DataValue, 1.65687, -2.98678344E-07, -4.1518160300000003E-07, 1.65687, 1.65687
DataValue, 1.67788, -1.1989418450000001E-06, -4.03273816E-07, 1.67788, 1.67788
DataValue, 1.69788, -2.5568175500000004E-07, -3.9704224300000005E-07, 1.69788, 1.69788
DataValue, 1.71889, -1.1569820800000001E-06, -4.0073780400000005E-07, 1.71889, 1.71889
DataValue, 1.73889, -2.0701604300000003E-07, -3.9203450800000004E-07, 1.73889, 1.73889
DataValue, 1.7599, -1.121797254E-06, -3.8262740500000004E-07, 1.7599, 1.7599
DataValue, 1.7799, -1.65927929E-07, -4.0145783900000005E-07, 1.7799, 1.7799
DataValue, 1.80091, -1.086538191E-06, -3.8548282100000005E-07, 1.80091, 1.80091
DataValue, 1.82091, -1.40879507E-07, -3.97974247E-07, 1.82091, 1.82091
DataValue, 1.8419200000000002, -1.055181542E-06, -3.7160288000000004E-07, 1.8419200000000002, 1.8419200000000002
DataValue, 1.86192, -1.03647416E-07, -3.7327825500000004E-07, 1.86192, 1.86192
DataValue, 1.8829300000000002, -1.0113298E-06, -3.8385903200000003E-07, 1.8829300000000002, 1.8829300000000002
DataValue, 1.90293, -6.4948949000000008E-08, -3.71101208E-07, 1.90293, 1.90293
DataValue, 1.9239400000000002, -9.7402175900000017E-07, -4.0136527000000005E-07, 1.9239400000000002, 1.9239400000000002
DataValue, 1.9439400000000002, -2.1669862E-08, -4.2124219100000004E-07, 1.9439400000000002, 1.9439400000000002
DataValue, 1.9649500000000002, -9.35421212E-07, -3.9594559100000004E-07, 1.9649500000000002, 1.9649500000000002
DataValue, 1.9849500000000002, 1.0140310000000001E-08, -4.1019930600000003E-07, 1.9849500000000002, 1.9849500000000002
DataValue, 2.00596, -9.12485405E-07, -4.3295000300000003E-07, 2.00596, 2.00596
DataValue, 2.02596, 4.3458122000000004E-08, -3.9756867E-07, 2.02596, 2.02596
DataValue, 2.04697, -8.83511802E-07, -4.1977244800000005E-07, 2.04697, 2.04697
DataValue, 2.06697, 5.7654237000000007E-08, -3.6494662900000005E-07, 2.06697, 2.06697
DataValue, 2.08798, -8.68450968E-07, -4.2123582500000003E-07, 2.08798, 2.08798
DataValue, 2.10798, 8.992180500000001E-08, -4.02329078E-07, 2.10798, 2.10798
DataValue, 2.12899, -8.32667581E-07, -3.98056926E-07, 2.12899, 2.12899
DataValue, 2.14899, 1.24760106E-07, -3.83873157E-07, 2.14899, 2.14899
DataValue, 2.17, -8.19104969E-07, -4.1266818600000004E-07, 2.17, 2.17
DataValue, 2.19, 1.6561307300000002E-07, -4.1305045800000003E-07, 2.19, 2.19
DataValue, 2.21101, -7.87786462E-07, -4.2295218300000004E-07, 2.21101, 2.21101
DataValue, 2.23101, 2.0598479E-07, -4.3528888200000005E-07, 2.23101, 2.23101
DataValue, 2.2520200000000004, -7.5453095900000011E-07, -3.9983405000000003E-07, 2.2520200000000004, 2.2520200000000004
DataValue, 2.27202, 2.47403733E-07, -4.04194537E-07, 2.27202, 2.27202
DataValue, 2.2930300000000003, -7.23561698E-07, -4.1249012400000004E-07, 2.2930300000000003, 2.2930300000000003
DataValue, 2.3130300000000004, 2.8504734900000005E-07, -3.9450409900000004E-07, 2.3130300000000004, 2.3130300000000004
DataValue, 2.3340400000000003, -7.1335284700000008E-07, -4.1100412300000004E-07, 2.3340400000000003, 2.3340400000000003
DataValue, 2.3540400000000004, 3.4123507900000005E-07, -3.83915562E-07, 2.3540400000000004, 2.3540400000000004
DataValue, 2.3750500000000003, -6.7943142300000007E-07, -4.0722730400000004E-07, 2.3750500000000003, 2.3750500000000003
DataValue, 2.3950500000000003, 3.84441051E-07, -4.0639139300000005E-07, 2.3950500000000003, 2.3950500000000003
DataValue, 2.4160600000000003, -6.5869227200000007E-07, -3.68122841E-07, 2.4160600000000003, 2.4160600000000003
DataValue, 2.4360600000000003, 4.5416263100000005E-07, -4.0078654700000005E-07, 2.4360600000000003, 2.4360600000000003
DataValue, 2.4570700000000003, -6.2176968600000007E-07, -3.8854244600000004E-07, 2.4570700000000003, 2.4570700000000003
DataValue, 2.4770700000000003, 5.1130393800000008E-07, -3.9683379800000005E-07, 2.4770700000000003, 2.4770700000000003
DataValue, 2.4980800000000003, -6.0422098600000008E-07, -3.6611325500000004E-07, 2.4980800000000003, 2.4980800000000003
DataValue, 2.5180800000000003, 5.76685693E-07, -3.71013584E-07, 2.5180800000000003, 2.5180800000000003
DataValue, 2.5390900000000003, -5.72419594E-07, -3.6194990100000005E-07, 2.5390900000000003, 2.5390900000000003
DataValue, 2.5590900000000003, 6.4019406000000008E-07, -3.6300275500000005E-07, 2.5590900000000003, 2.5590900000000003
DataValue, 2.5801000000000003, -5.4852967000000008E-07, -3.95058066E-07, 2.5801000000000003, 2.5801000000000003
DataValue, 2.6001000000000003, 6.8844013900000007E-07, -3.39683936E-07, 2.6001000000000003, 2.6001000000000003
DataValue, 2.6211100000000003, -5.3295565300000009E-07, -3.56219317E-07, 2.6211100000000003, 2.6211100000000003
DataValue, 2.6411100000000003, 7.58026545E-07, -3.6228414E-07, 2.6411100000000003, 2.6411100000000003
DataValue, 2.6621200000000003, -5.18093543E-07, -3.7659791E-07, 2.6621200000000003, 2.6621200000000003
DataValue, 2.6821200000000003, 8.01369424E-07, -3.56017921E-07, 2.6821200000000003, 2.6821200000000003
DataValue, 2.7031300000000003, -5.15685144E-07, -3.7743242800000003E-07, 2.7031300000000003, 2.7031300000000003
DataValue, 2.7231300000000003, 8.4315365700000006E-07, -3.93227253E-07, 2.7231300000000003, 2.7231300000000003
DataValue, 2.7441400000000002, -4.85940177E-07, -4.0213902300000003E-07, 2.7441400000000002, 2.7441400000000002
DataValue, 2.7641400000000003, 8.7761952700000008E-07, -4.0213831200000004E-07, 2.7641400000000003, 2.7641400000000003
DataValue, 2.7851500000000002, -4.7598331300000006E-07, -4.0515198000000003E-07, 2.7851500000000002, 2.7851500000000002
DataValue, 2.8051500000000003, 8.9574189100000008E-07, -4.0700473400000005E-07, 2.8051500000000003, 2.8051500000000003
DataValue, 2.8261600000000002, -4.6475901200000006E-07, -3.9914724E-07, 2.8261600000000002, 2.8261600000000002
DataValue, 2.8461600000000002, 9.0376767000000007E-07, -4.0935350400000005E-07, 2.8461600000000002, 2.8461600000000002
DataValue, 2.86717, -4.55631636E-07, -4.43244602E-07, 2.86717, 2.86717
DataValue, 2.8871700000000002, 9.10940457E-07, -4.3318601700000003E-07, 2.8871700000000002, 2.8871700000000002
DataValue, 2.90818, -4.34121034E-07, -4.49923448E-07, 2.90818, 2.90818
DataValue, 2.9281800000000002, 9.00283055E-07, -4.4613179300000003E-07, 2.9281800000000002, 2.9281800000000002
DataValue, 2.94919, -4.1714483200000005E-07, -4.83254212E-07, 2.94919, 2.94919
DataValue, 2.96919, 8.8887583200000008E-07, -4.5932841900000006E-07, 2.96919, 2.96919
DataValue, 2.9902, -3.93272757E-07, -4.57393014E-07, 2.9902, 2.9902
DataValue, 3.0102, 8.78821766E-07, -4.48120204E-07, 3.0102, 3.0102
DataValue, 3.03121, -3.5400663000000004E-07, -4.5264531000000005E-07, 3.03121, 3.03121
